Income,Age,Workclass,Education.num,Race,Sex,Hours.per.week
Low,51,Private,13,Amer-Indian-Eskimo,Male,50
High,39,Private,9,White,Male,50
Low,40,Local-gov,10,Amer-Indian-Eskimo,Female,35
High,34,Private,10,White,Male,55
Low,19,Private,7,White,Male,40
Low,26,Private,9,White,Female,40
High,45,Local-gov,13,White,Female,50
High,28,Private,14,White,Female,40
High,30,Federal-gov,13,White,Male,40
Low,32,Private,NA,White,Female,40
Low,19,Private,10,White,Female,25
Low,21,Private,9,White,Male,NA
Low,54,NA,9,Black,Female,20
High,62,Private,15,White,Male,NA
Low,25,Private,NA,White,Male,48
Low,49,Self-emp-inc,10,White,Female,32
High,32,Private,9,White,Male,40
Low,26,Private,10,White,Male,40
High,37,Local-gov,9,White,Male,40
Low,58,Private,9,NA,Female,40
High,37,Private,10,White,Female,45
Low,41,Private,9,White,Female,40
High,38,Private,13,White,Male,40
Low,47,State-gov,9,White,Male,40
Low,42,Private,9,Black,Male,35
Low,30,State-gov,9,White,Male,40
High,43,Private,NA,White,Male,NA
Low,34,Private,9,Black,Male,40
Low,57,Private,10,White,Female,10
Low,46,Private,7,White,Male,40
Low,32,Private,10,White,Male,55
Low,20,Private,5,White,Female,11
Low,47,Private,11,White,Male,50
Low,55,?,9,White,Male,20
High,53,Self-emp-not-inc,4,White,NA,50
High,43,Private,13,White,Male,65
Low,80,Self-emp-not-inc,4,White,Male,30
Low,24,NA,10,White,Female,40
High,43,Local-gov,14,White,Male,60
Low,22,Private,9,White,Male,40
Low,40,NA,10,Black,Male,40
High,48,Private,9,NA,NA,50
Low,56,?,9,White,Male,25
Low,NA,?,7,White,Male,84
High,51,Private,9,White,Male,45
Low,24,Federal-gov,9,White,Female,40
Low,19,Private,9,White,Female,40
Low,34,NA,10,White,Female,30
Low,24,Private,9,White,Male,40
High,41,Private,13,White,Male,48
Low,24,Private,9,White,Female,38
Low,22,NA,10,White,Male,40
Low,NA,Federal-gov,10,White,Female,40
Low,41,Private,13,White,Female,55
Low,20,Private,10,White,Male,35
Low,31,Private,NA,NA,Male,40
High,55,Private,13,White,Male,18
High,49,State-gov,16,Black,Male,60
Low,NA,Private,13,NA,Male,40
Low,27,Self-emp-not-inc,9,White,Male,70
Low,35,Private,9,White,Female,40
Low,40,Private,9,White,Male,NA
Low,NA,Private,10,White,Male,34
High,61,Private,10,White,Male,45
Low,31,Private,9,Black,Female,40
High,43,Federal-gov,14,White,Male,NA
Low,61,Private,3,Black,Male,40
Low,54,Private,12,White,Female,30
Low,30,Private,10,White,Male,50
Low,20,Private,10,White,Female,50
Low,27,NA,14,White,Female,50
Low,44,Self-emp-inc,10,White,Male,60
Low,64,Private,10,White,Female,40
Low,55,Private,9,White,Female,40
Low,34,NA,9,White,Male,55
Low,61,Private,9,White,Female,35
Low,NA,NA,NA,White,Male,40
Low,34,Private,9,Black,Female,40
High,47,Self-emp-inc,15,White,Male,60
Low,26,Private,13,White,Male,45
Low,35,NA,7,NA,Male,40
Low,36,Private,13,NA,Male,NA
High,47,Private,NA,White,Male,40
Low,17,Private,7,Black,Female,25
Low,35,Private,10,White,Male,60
Low,33,Private,14,White,Male,20
Low,25,Private,12,White,Female,NA
Low,18,Private,6,White,Male,10
Low,47,State-gov,14,White,Male,38
Low,44,Private,9,Black,Female,30
Low,41,Private,9,White,Female,30
Low,30,Private,13,White,Female,NA
Low,53,Self-emp-not-inc,10,White,Male,NA
Low,53,Private,9,Black,Female,20
Low,40,Private,9,White,Female,20
Low,24,Private,10,White,Male,24
Low,27,Private,NA,White,Male,40
Low,50,Private,3,White,Male,37
Low,36,Private,7,White,Male,50
High,41,Private,2,White,Male,40
Low,41,Private,14,White,Female,NA
Low,31,Private,9,White,Female,40
Low,32,Federal-gov,13,White,Male,40
Low,22,Private,10,White,Male,48
Low,22,NA,6,White,Male,40
Low,18,Local-gov,8,White,Male,30
Low,39,Private,13,Black,Male,30
Low,38,Private,9,White,Female,55
Low,35,State-gov,9,White,Male,40
Low,23,Private,10,White,Male,40
High,54,Self-emp-not-inc,13,White,Male,40
High,36,Private,14,White,Male,60
Low,63,NA,9,White,Male,55
Low,39,Private,10,White,Male,48
High,57,Self-emp-not-inc,NA,White,Male,60
High,58,Self-emp-inc,15,NA,Male,50
Low,29,Private,13,Asian-Pac-Islander,Female,40
Low,17,Private,7,White,Female,20
Low,40,Private,9,White,Male,40
Low,69,Self-emp-not-inc,10,White,Female,15
Low,28,Private,6,White,Female,40
Low,38,Private,5,White,Male,NA
High,44,Private,15,White,Male,40
Low,45,Local-gov,15,Black,Female,40
Low,33,NA,13,Black,Male,40
High,41,NA,10,White,Male,40
High,37,Self-emp-inc,NA,White,Male,60
High,50,Private,10,White,Male,45
Low,48,Private,13,White,Male,NA
Low,NA,?,9,Black,Female,NA
High,36,Private,10,White,Male,60
Low,21,Private,10,White,Female,37
Low,37,Private,12,White,Male,40
Low,20,State-gov,10,White,Female,20
Low,54,Self-emp-not-inc,9,White,Female,30
Low,28,Private,9,White,Female,40
Low,27,Private,10,White,Male,40
Low,33,Private,NA,Black,Female,40
Low,46,?,9,White,Male,40
Low,28,?,7,White,Female,58
Low,17,?,6,White,Male,40
High,40,Self-emp-not-inc,15,White,Male,45
High,47,Private,14,White,Male,40
Low,NA,Private,2,White,Female,40
Low,25,Private,8,White,Male,43
Low,35,Private,13,White,Male,55
Low,29,Private,10,White,Female,25
Low,30,Private,9,NA,Male,40
Low,30,Private,10,NA,Male,40
Low,56,Self-emp-not-inc,4,White,Female,40
Low,25,Self-emp-not-inc,13,White,Male,30
Low,28,Private,9,Black,Male,40
Low,43,Self-emp-not-inc,5,White,Male,40
High,47,Local-gov,9,White,Male,60
Low,46,NA,13,White,Male,40
Low,41,State-gov,14,White,Female,35
High,38,Federal-gov,12,White,Female,33
Low,29,Private,9,Black,NA,NA
Low,25,Private,3,White,Male,40
Low,56,Private,7,White,NA,45
Low,31,Private,4,White,Male,40
Low,22,Private,7,White,Male,40
Low,31,Private,NA,White,NA,40
Low,28,Private,10,White,Female,40
Low,53,Private,13,Black,Male,40
High,45,Private,14,White,NA,50
Low,71,Private,1,Black,Male,10
Low,65,?,9,White,Female,40
High,39,Private,9,White,Male,50
Low,19,Federal-gov,9,White,Female,40
Low,NA,Local-gov,13,White,Female,NA
Low,36,Private,9,White,Male,45
Low,40,Private,9,White,Female,40
Low,NA,Private,10,White,Female,40
Low,56,NA,15,White,Male,16
Low,21,Private,9,White,Female,40
High,48,Private,13,White,Male,45
Low,45,Private,10,White,NA,27
High,46,Private,9,White,Male,40
Low,64,Private,NA,White,Female,35
Low,29,Local-gov,14,Asian-Pac-Islander,Male,40
Low,22,Private,9,White,Female,30
High,47,Private,9,White,Male,48
High,67,Self-emp-inc,13,White,Male,75
Low,43,NA,9,White,Male,40
Low,42,Private,10,White,Male,40
Low,31,NA,10,White,Male,50
Low,53,Private,7,White,Female,40
Low,81,Private,5,NA,Female,5
Low,33,Local-gov,9,White,Female,40
Low,17,Private,8,White,Female,8
High,55,Self-emp-inc,15,White,Male,50
Low,28,Private,9,White,Male,30
Low,24,Private,10,NA,Female,40
Low,40,Private,9,White,Female,45
Low,30,Local-gov,14,White,Female,40
Low,24,Private,7,White,NA,40
Low,26,Private,14,White,Female,40
Low,38,Private,10,White,Female,38
High,30,Private,9,White,Male,40
Low,33,Private,13,White,Male,50
High,40,Private,9,White,Male,60
Low,63,Self-emp-not-inc,9,White,Male,98
Low,23,Private,4,White,Male,36
Low,56,Private,9,Black,Male,40
Low,42,Self-emp-not-inc,11,White,Male,60
Low,40,Private,9,White,Male,40
High,49,Private,12,White,Female,40
Low,35,Private,9,Asian-Pac-Islander,Male,40
Low,NA,Private,9,Black,Female,35
Low,28,Private,13,White,Female,NA
Low,35,Private,6,White,Male,NA
Low,21,?,10,White,Female,5
Low,43,Self-emp-not-inc,9,White,Male,35
Low,32,?,11,White,Female,2
High,29,Self-emp-not-inc,15,White,Male,50
Low,23,Private,13,White,Male,NA
Low,50,Local-gov,10,White,Male,48
Low,34,Private,10,Black,Male,40
Low,19,Private,9,White,Male,40
Low,47,Private,7,Black,Female,40
Low,37,Self-emp-not-inc,10,White,Male,40
Low,25,Private,9,Black,Female,35
High,75,Private,10,White,Male,35
Low,24,Private,9,White,Male,40
Low,28,State-gov,13,Asian-Pac-Islander,Male,20
Low,17,Local-gov,7,White,Female,NA
Low,31,Private,NA,Black,Male,40
Low,31,Private,1,White,Female,35
Low,18,?,9,White,Male,10
High,45,Private,13,White,Male,55
Low,31,Private,9,White,Male,42
High,27,Private,13,White,Male,42
Low,48,Private,10,Black,Female,38
Low,22,?,9,White,Female,22
Low,NA,Private,13,Black,Male,30
Low,26,Private,9,Black,Female,40
Low,53,Private,10,White,Male,40
High,60,Private,13,White,Male,35
Low,49,Local-gov,14,White,Female,50
Low,40,Private,10,White,Female,40
Low,48,Self-emp-inc,6,White,Male,80
Low,23,Private,13,NA,Male,50
Low,68,?,4,Black,Male,10
High,42,Private,11,White,Male,40
Low,37,Self-emp-not-inc,9,White,Male,85
Low,27,Private,9,White,Female,45
High,38,Private,10,White,Male,44
Low,27,Private,9,White,Male,35
Low,75,Private,9,White,Female,40
High,49,Self-emp-inc,13,White,Male,52
Low,27,Private,10,White,Male,20
Low,36,Self-emp-not-inc,13,White,Male,50
High,36,Private,13,White,Male,45
Low,35,Private,9,White,Male,35
High,36,Private,9,White,Male,40
Low,53,Private,7,Black,Male,40
Low,27,Private,10,Black,Female,NA
Low,34,NA,9,White,Male,35
High,61,Private,10,White,Male,44
Low,29,Private,9,White,Male,56
Low,40,State-gov,10,Black,Female,35
High,37,Private,14,White,Male,40
Low,22,Private,5,White,Male,30
Low,43,Self-emp-inc,10,NA,Male,40
Low,55,Self-emp-not-inc,9,White,Male,30
Low,28,Private,10,White,Female,40
Low,23,Private,13,White,Female,30
High,64,Local-gov,7,Black,Male,40
Low,46,Private,10,White,Male,40
Low,29,Private,10,White,Male,40
Low,44,Private,14,Asian-Pac-Islander,Male,48
Low,20,Private,NA,White,Male,25
Low,62,Self-emp-not-inc,10,White,Male,40
Low,49,Private,11,White,NA,35
Low,29,Private,6,Amer-Indian-Eskimo,Female,40
Low,35,Self-emp-not-inc,13,White,Male,60
Low,39,Local-gov,7,White,Male,30
Low,39,Private,13,White,Male,45
Low,37,Private,9,White,Female,32
Low,38,Private,9,NA,Male,30
Low,72,?,9,White,NA,8
Low,31,Private,4,White,Male,40
Low,55,Private,4,White,Male,60
Low,38,Private,10,White,Female,40
Low,33,Private,10,White,Female,25
Low,25,Private,NA,White,Female,40
Low,19,?,10,White,Male,30
Low,37,Private,11,White,Female,52
Low,49,Private,10,White,NA,35
Low,26,NA,9,White,Male,40
Low,35,Private,9,White,Male,43
Low,44,Self-emp-inc,9,White,Female,60
High,37,Private,14,White,Male,45
High,42,Private,13,White,NA,45
High,64,State-gov,16,White,Female,40
High,28,Private,9,White,Male,40
Low,35,Self-emp-not-inc,9,White,Male,NA
Low,40,State-gov,13,White,Male,40
High,55,Federal-gov,13,White,Male,40
Low,21,Private,9,White,Male,65
Low,49,Private,10,Black,Female,40
High,51,State-gov,16,NA,NA,40
High,57,Private,NA,Asian-Pac-Islander,NA,40
High,51,Private,13,White,Male,40
Low,38,Private,6,Black,Male,40
Low,24,Private,9,White,Female,NA
Low,45,Self-emp-not-inc,9,White,Male,40
Low,28,Private,9,White,Male,45
High,42,Self-emp-inc,15,White,Male,60
Low,22,Private,10,White,Male,40
Low,28,State-gov,14,White,Male,40
Low,60,Private,9,White,Female,40
Low,31,Private,9,White,Female,40
High,47,Private,10,White,Male,75
Low,40,?,9,White,Male,25
Low,30,Private,9,White,Male,60
High,61,Private,14,White,Male,60
Low,71,Local-gov,13,White,Female,6
Low,42,Private,9,White,Female,40
Low,44,Local-gov,8,White,Male,55
High,46,Self-emp-not-inc,10,White,Male,60
High,50,Local-gov,15,Black,Female,52
Low,27,State-gov,13,White,Male,9
Low,40,?,11,NA,Male,15
Low,21,Private,10,White,Female,40
Low,25,Private,9,White,Male,35
Low,61,Private,3,White,Male,56
Low,54,Private,10,White,Male,30
Low,31,Private,13,White,Male,40
Low,53,Self-emp-not-inc,10,White,Male,30
High,39,Self-emp-inc,12,White,Male,55
High,57,Self-emp-inc,15,White,Male,50
Low,48,Private,13,White,Female,44
High,30,Private,10,White,NA,NA
Low,35,Private,9,White,Male,60
Low,42,Self-emp-not-inc,9,White,Male,50
Low,34,Self-emp-not-inc,9,White,Male,40
High,59,Private,9,White,Male,40
Low,69,Local-gov,6,White,Male,20
Low,29,Private,10,White,Female,40
Low,40,Private,9,White,Male,40
Low,21,Private,10,White,Male,15
Low,40,Private,12,White,Female,40
Low,43,Private,10,White,Male,40
Low,36,Private,NA,White,Male,40
High,NA,Private,9,Asian-Pac-Islander,Male,40
Low,72,?,9,White,Male,30
Low,20,Private,10,White,Male,30
Low,41,Local-gov,13,White,NA,40
Low,34,Private,10,White,Male,50
Low,48,Private,7,Black,Female,40
Low,27,Private,9,White,Female,40
High,35,Private,10,White,Male,60
Low,28,?,9,Black,Male,40
Low,27,Private,9,Black,Male,40
Low,20,Private,10,White,Male,40
Low,18,Private,NA,White,Female,15
Low,32,NA,13,White,Male,40
High,38,Private,14,White,Male,60
Low,23,State-gov,10,White,Male,40
High,28,Private,NA,White,Male,45
High,40,State-gov,15,White,Male,38
Low,35,Private,9,White,Female,40
Low,74,Self-emp-inc,10,White,Male,40
Low,28,Private,9,White,Male,40
Low,23,Private,10,White,Male,30
Low,20,Self-emp-not-inc,10,White,Male,10
Low,44,Private,9,Black,Female,56
Low,46,Local-gov,9,White,Female,25
Low,20,?,10,White,Male,40
High,51,Self-emp-not-inc,13,White,Male,50
Low,40,Private,10,White,Female,40
High,48,Private,15,White,Male,40
Low,60,Self-emp-not-inc,5,White,Male,84
High,48,Self-emp-inc,13,White,Male,40
Low,NA,Local-gov,13,White,Female,70
High,48,Self-emp-inc,13,White,Male,40
Low,22,?,9,Black,Female,35
Low,24,Local-gov,13,White,Female,40
Low,45,State-gov,10,White,Female,40
Low,18,Private,8,White,Female,35
Low,39,Private,9,White,Male,40
Low,65,Self-emp-inc,9,White,Male,65
Low,22,Private,10,White,Female,40
Low,20,Private,10,White,Female,20
Low,28,Private,10,White,Male,40
High,46,Private,15,White,Male,50
High,42,Local-gov,13,White,Male,48
High,61,State-gov,16,NA,Male,40
High,28,Private,10,White,Male,50
Low,18,Private,10,White,Female,20
Low,24,Federal-gov,13,Asian-Pac-Islander,Male,40
High,45,Private,16,White,Male,56
Low,24,Private,9,White,Male,40
High,44,Private,13,White,Male,50
Low,20,Private,10,White,Male,30
Low,35,NA,10,White,Male,55
Low,52,Self-emp-inc,13,White,Male,60
Low,25,Private,12,White,Male,45
Low,19,Private,3,White,Male,36
Low,35,?,13,NA,Male,20
Low,54,Private,10,White,Female,40
Low,21,Private,10,White,Male,40
High,26,Private,9,White,Female,40
Low,42,Private,11,White,Female,40
Low,19,Private,10,White,Female,40
High,55,Private,14,White,Male,50
Low,44,State-gov,9,White,Male,40
Low,25,Private,13,White,Male,55
Low,26,Private,10,White,Male,40
High,64,Federal-gov,12,White,Female,40
Low,41,Private,7,Other,Female,40
Low,25,?,10,Black,Male,40
Low,43,Private,10,White,Male,40
High,45,Private,9,White,Male,48
High,48,Federal-gov,NA,White,Male,44
Low,60,Private,9,White,NA,40
Low,45,Self-emp-not-inc,10,White,NA,50
High,NA,Private,6,White,Male,40
Low,37,Federal-gov,NA,White,Female,40
Low,22,Private,NA,White,Male,30
High,NA,Private,9,White,NA,65
Low,27,NA,9,White,Male,50
Low,NA,Local-gov,9,White,NA,40
High,32,Private,14,Black,Male,40
High,40,Private,13,White,Male,50
Low,41,Private,9,White,Male,40
Low,32,?,6,White,Female,NA
Low,26,Private,13,White,Female,40
Low,47,Private,10,Asian-Pac-Islander,Male,40
Low,55,Self-emp-inc,9,White,Male,NA
Low,38,Private,9,White,Male,40
Low,24,State-gov,13,White,NA,15
High,64,Self-emp-not-inc,16,White,Male,25
High,56,Federal-gov,NA,White,Male,40
High,41,NA,9,White,Male,49
High,33,NA,NA,White,Male,45
High,33,Private,15,White,Male,42
Low,21,Private,10,White,Male,NA
Low,59,Local-gov,9,Black,NA,40
High,58,Private,11,White,NA,40
Low,NA,Local-gov,14,White,Male,40
Low,21,Private,NA,Black,Male,40
Low,45,NA,9,White,Male,40
High,53,Local-gov,9,White,Female,NA
High,41,Private,15,White,Male,50
Low,27,Private,6,White,Female,40
High,53,Private,10,White,Male,50
High,38,Private,14,White,Male,35
High,31,Private,13,White,Male,70
Low,41,Private,9,White,Male,35
Low,NA,State-gov,10,White,Female,40
Low,43,Self-emp-not-inc,14,White,Male,60
Low,41,State-gov,10,White,Male,40
Low,27,NA,10,White,Female,35
Low,NA,Local-gov,10,White,Male,40
High,36,Private,15,White,Male,45
High,49,NA,13,White,Female,40
Low,20,Private,9,White,Male,45
Low,58,Self-emp-not-inc,9,White,Female,45
Low,NA,Self-emp-not-inc,8,Black,Female,40
High,30,Local-gov,9,White,Male,40
Low,21,Private,9,White,Male,40
Low,29,Private,12,White,NA,45
Low,40,Private,NA,White,Female,40
High,54,State-gov,13,Asian-Pac-Islander,Female,40
High,35,Private,13,White,Male,NA
Low,35,Private,13,White,Male,50
Low,40,Private,13,White,Female,40
Low,59,NA,9,Black,Female,40
Low,43,Self-emp-inc,10,White,Male,50
High,39,Private,6,White,Male,60
Low,51,Private,4,Black,Female,30
Low,71,Private,10,White,Female,60
Low,33,Private,8,Black,Female,40
Low,28,Private,9,Black,Male,35
Low,30,Private,9,White,Male,NA
Low,NA,Private,NA,White,Male,40
Low,51,Self-emp-inc,9,White,Male,50
High,39,Private,NA,White,Female,40
High,62,Private,10,Asian-Pac-Islander,Male,40
Low,37,Private,9,White,Male,60
Low,NA,Private,5,White,Male,50
Low,23,Private,9,Asian-Pac-Islander,Male,48
Low,39,Private,13,White,Female,30
High,50,Self-emp-inc,13,White,Male,65
Low,31,Private,4,White,Male,40
High,45,Local-gov,13,White,Male,50
Low,23,?,13,Other,Male,40
Low,47,Private,6,White,Male,40
Low,59,Private,9,White,Female,18
Low,32,Private,12,White,Male,40
Low,82,?,4,White,Male,5
High,49,Private,13,White,Male,55
Low,74,Federal-gov,9,White,Male,17
Low,22,Private,10,White,Male,35
Low,32,Private,10,White,Male,55
High,34,Private,13,White,Male,50
High,59,Private,13,White,Male,60
High,36,Private,13,White,Male,50
Low,59,Private,7,White,Female,40
High,47,Self-emp-inc,13,White,Male,70
Low,53,Local-gov,9,White,Male,45
Low,25,Self-emp-not-inc,NA,White,Male,35
Low,44,Private,13,NA,Male,65
High,57,Self-emp-not-inc,15,White,Female,NA
High,42,Self-emp-not-inc,13,White,NA,80
Low,58,Local-gov,6,White,NA,40
Low,39,Private,13,White,Male,40
Low,32,?,9,Black,Male,40
Low,45,Private,NA,White,Male,48
High,47,Private,13,Black,Female,35
Low,52,?,10,White,Male,50
Low,56,Self-emp-not-inc,2,White,Male,25
Low,52,Private,9,White,Female,40
Low,34,Private,9,Black,Female,35
Low,36,Self-emp-not-inc,4,White,Male,NA
Low,41,Private,9,White,Male,40
Low,30,Private,10,White,Male,40
Low,44,Private,13,Other,Male,40
Low,17,?,10,Asian-Pac-Islander,Female,NA
Low,34,Private,10,White,Female,40
Low,41,Private,10,Black,Male,40
Low,29,Private,9,White,Male,40
Low,25,Private,5,White,Male,48
Low,42,Local-gov,13,White,Male,40
High,48,Private,10,White,Male,40
Low,26,Private,11,White,Male,55
High,64,Self-emp-inc,9,White,Female,40
Low,NA,NA,13,White,Male,45
High,38,Private,13,White,Male,50
Low,49,State-gov,7,White,Male,40
Low,23,Private,10,Black,Female,20
High,46,Local-gov,13,White,Female,40
Low,30,Private,9,White,Male,55
High,49,Self-emp-not-inc,9,White,Male,NA
Low,47,NA,11,White,Male,40
High,44,Private,13,White,Male,50
Low,31,Private,9,White,Male,50
Low,19,Private,9,White,Male,50
Low,45,Private,NA,White,Female,38
High,34,Private,13,White,Male,NA
Low,26,Private,9,White,Male,40
High,38,Self-emp-not-inc,9,White,Male,40
Low,31,Private,10,White,Female,43
Low,36,Self-emp-inc,12,White,Male,50
High,31,Private,13,White,NA,60
Low,30,Private,13,White,Male,40
High,37,Private,9,White,Male,40
High,30,Private,13,Black,Male,50
Low,NA,?,9,Black,Female,30
Low,73,Private,6,White,Female,10
High,38,NA,14,White,Male,40
Low,30,Private,6,White,Male,50
High,33,Private,9,White,Male,50
High,52,Local-gov,13,White,Male,40
Low,58,Private,10,White,Female,46
Low,34,Local-gov,14,White,Female,50
Low,35,Private,9,White,Male,40
High,59,Federal-gov,9,White,Male,40
Low,45,Private,13,White,Female,40
Low,27,Private,10,White,Male,48
High,31,Local-gov,16,White,Male,50
Low,45,Private,10,White,Male,50
Low,40,Private,NA,White,Female,25
Low,27,Private,15,White,Male,NA
Low,19,Private,9,White,Male,20
Low,29,Private,3,White,Male,25
Low,34,Self-emp-inc,10,White,Male,72
Low,32,State-gov,12,White,Male,40
Low,49,Private,7,NA,Male,40
High,33,Private,7,White,Female,NA
Low,74,?,4,White,Male,2
High,62,Private,13,White,Male,50
Low,39,Self-emp-not-inc,9,White,Male,40
Low,43,Private,9,White,Female,40
Low,22,Private,10,White,Female,60
Low,24,Private,9,White,Male,45
High,76,?,9,White,Male,NA
Low,25,Private,10,Black,Female,40
Low,19,NA,10,White,Female,28
Low,31,Private,12,White,Female,41
Low,NA,Private,7,White,Female,40
Low,61,Private,9,White,Male,3
Low,47,Private,13,White,Male,40
Low,37,Private,9,White,Female,45
Low,NA,Self-emp-not-inc,13,White,Male,30
Low,27,Private,10,White,Male,44
Low,58,NA,9,White,Female,40
Low,43,Private,9,Black,Male,40
Low,39,Private,12,White,Male,40
Low,36,Private,10,White,Female,35
Low,56,Private,13,White,Male,50
Low,26,Private,9,NA,Male,55
Low,23,Private,13,NA,Female,38
Low,47,Private,7,Black,Male,40
Low,68,Private,8,White,Female,30
Low,47,Local-gov,10,Black,Male,40
High,45,Federal-gov,10,White,Male,40
Low,26,Private,10,White,Male,60
Low,20,Private,9,White,Male,40
Low,46,Private,10,White,Female,40
High,37,Private,12,White,Male,50
Low,37,Private,10,White,Male,NA
Low,43,Private,10,White,Male,42
Low,59,Private,14,White,Female,NA
Low,39,Private,9,White,Female,40
Low,32,Private,10,White,Female,54
Low,63,Private,10,White,Male,16
High,45,Private,13,White,Male,60
Low,59,Private,13,White,NA,40
Low,36,?,8,White,Male,35
Low,26,NA,9,White,Male,40
Low,34,Private,9,White,Female,40
High,41,Private,9,White,Male,40
Low,26,Private,9,NA,Male,40
Low,53,Private,9,White,Female,40
High,33,Private,9,White,Female,35
High,46,Private,13,White,Male,50
Low,79,?,9,Black,Female,30
Low,31,Private,9,White,Female,40
Low,24,NA,9,White,Male,NA
Low,57,Local-gov,9,White,Female,62
Low,40,Private,9,White,Female,47
Low,41,Self-emp-inc,11,NA,Male,84
Low,20,Private,10,White,Male,26
Low,45,Private,7,NA,NA,40
Low,27,Private,11,White,Female,40
Low,36,Private,3,White,Male,40
Low,30,Private,9,White,Male,40
High,36,Private,13,White,Female,40
Low,NA,Private,9,Other,Male,40
Low,30,?,10,White,Female,25
Low,31,Private,9,White,Female,40
High,49,Private,9,White,Male,45
Low,26,Private,7,White,Male,20
Low,NA,Private,13,White,Male,40
Low,NA,Private,11,White,NA,40
Low,24,Private,10,White,Female,52
High,41,Private,9,White,Male,40
High,35,Private,14,White,Male,40
High,57,NA,13,White,Female,40
Low,21,NA,7,White,Female,40
Low,29,Private,6,Black,Female,32
Low,36,Private,10,White,Male,40
Low,NA,Private,10,White,Female,NA
High,51,Private,13,White,Male,40
Low,39,Private,7,White,Male,40
Low,36,Private,13,White,Male,50
High,40,Self-emp-not-inc,15,White,Male,70
Low,61,Private,9,White,Male,50
Low,38,Private,15,White,Male,60
Low,20,?,10,White,Male,35
Low,21,NA,9,White,Female,35
Low,40,Private,9,White,Female,40
Low,NA,Private,6,White,Male,45
Low,NA,Private,10,White,Male,54
Low,35,Self-emp-not-inc,6,Black,Male,50
Low,39,Private,NA,White,Male,40
Low,38,Self-emp-not-inc,9,White,Male,60
Low,30,Private,9,White,Female,40
Low,28,Private,5,Other,Male,40
High,32,Private,13,White,Male,40
High,46,Self-emp-not-inc,11,White,Male,40
Low,40,Private,11,White,Male,40
High,47,Private,9,Black,NA,40
Low,44,Private,6,White,Male,40
Low,38,Private,9,White,Male,40
High,51,?,9,White,Male,20
High,46,Self-emp-not-inc,13,White,Male,40
High,51,Private,16,White,Male,60
High,45,Private,16,White,Male,40
Low,20,Private,NA,White,Female,20
Low,44,Private,13,White,Male,45
Low,NA,Private,11,White,Male,45
Low,18,Private,NA,NA,NA,30
High,61,Self-emp-inc,15,White,Male,40
Low,50,State-gov,13,White,Female,40
Low,47,Federal-gov,9,Black,Male,NA
High,34,NA,13,White,Male,50
Low,53,Private,9,Black,Male,60
Low,39,Self-emp-not-inc,10,White,Male,40
High,58,Private,9,White,Male,40
Low,66,?,9,NA,Male,18
Low,26,Private,7,White,Male,50
Low,41,Private,3,White,Male,40
Low,47,Local-gov,10,White,Male,40
Low,31,Private,11,Amer-Indian-Eskimo,Male,40
High,52,Private,10,White,Male,40
High,29,Private,12,White,Male,50
Low,43,Private,5,Black,Female,50
High,42,Federal-gov,14,White,Male,40
Low,NA,Private,10,Black,Female,30
Low,41,Private,9,NA,Male,40
High,34,Private,13,White,Male,60
Low,52,Self-emp-not-inc,10,White,Male,40
Low,61,Private,10,White,Male,40
Low,39,Local-gov,9,White,Male,40
Low,19,Private,10,White,Female,25
High,46,State-gov,13,White,Male,40
Low,39,Private,10,White,Male,45
Low,22,Private,10,White,Male,NA
Low,30,State-gov,9,White,Female,40
Low,40,Private,NA,White,Female,32
Low,43,Private,13,White,Male,40
Low,37,Private,3,White,Male,36
Low,23,Private,12,White,Male,20
Low,39,Local-gov,12,White,Male,59
Low,54,Private,14,White,Male,40
Low,46,Self-emp-inc,10,White,NA,60
Low,20,Private,10,White,Female,40
High,50,Self-emp-not-inc,13,White,Female,50
Low,17,Private,6,White,Female,15
Low,36,Private,9,White,Male,40
Low,37,Private,9,NA,Male,45
Low,53,Private,9,White,Female,38
High,50,Private,9,White,Male,40
Low,38,Private,NA,White,NA,40
Low,63,Self-emp-not-inc,9,White,Male,32
High,53,Private,9,White,Male,50
Low,NA,?,13,White,NA,50
Low,23,Self-emp-inc,10,White,Male,50
Low,20,Private,9,White,Male,43
High,46,Private,10,NA,Male,40
Low,28,Private,6,Amer-Indian-Eskimo,Male,40
Low,59,Private,14,White,Male,50
High,41,Private,13,White,Male,40
Low,33,Private,1,White,Male,40
Low,NA,Private,8,White,Male,40
High,50,Self-emp-not-inc,9,NA,Male,NA
Low,31,Local-gov,13,White,Female,50
Low,41,Private,11,White,Male,50
High,38,Private,13,White,Female,40
Low,25,State-gov,12,White,Female,40
Low,18,?,9,Other,Female,12
Low,49,Local-gov,13,Black,Female,40
Low,NA,Private,10,White,Male,40
Low,22,?,10,White,Female,20
Low,21,Private,10,White,Female,25
Low,35,Private,13,White,Male,40
Low,21,?,9,White,Female,40
High,NA,Private,9,White,Male,40
Low,55,Private,4,White,Female,20
Low,31,Private,9,White,Male,55
Low,17,Self-emp-inc,7,White,Male,20
High,31,Private,13,White,Male,50
Low,25,Local-gov,13,White,Male,40
High,39,Private,14,White,Male,55
Low,50,Private,4,White,Male,40
High,38,Local-gov,13,White,Female,20
Low,50,Private,10,White,Male,60
Low,63,Private,6,White,Male,40
Low,31,Private,9,White,Male,50
Low,23,Private,13,NA,Female,40
Low,18,Private,10,White,Male,20
Low,43,Local-gov,13,White,Female,NA
