Company_Number,Company_Creation_Date,total_products,total_transactions,total_revenue,total_usage,total_accounts,churned
312484,22JUN2009:08:56:40,1,34,2485.7,25716,1,0
312490,22JUN2009:09:46:08,1,30,1184.74,6347,1,0
312521,22JUN2009:11:52:40,3,300,365633.31,26485989,1,0
312524,22JUN2009:11:58:56,2,17,38.4,34,1,0
312561,22JUN2009:14:42:28,1,5,370.64,607,1,0
312597,23JUN2009:06:51:18,1,1,0.16,3,1,0
312604,23JUN2009:07:26:14,2,10,27.95,303,1,0
312606,23JUN2009:07:28:24,3,61,1526.27,72123,1,0
312609,23JUN2009:07:32:24,1,3,6.69,259,1,0
312610,23JUN2009:07:35:27,3,78,5856.95,234604,36,0
312618,23JUN2009:07:53:16,3,19,75.43,3326,5,0
312652,23JUN2009:13:14:15,1,30,131.08,2908,1,0
312661,23JUN2009:13:21:31,2,106,13206.09,33083,1,0
312685,23JUN2009:15:00:23,2,32,1310.88,5682,2,0
312690,23JUN2009:16:29:28,1,17,336.35,1932,1,0
312713,24JUN2009:08:43:05,1,23,336.05,5567,1,0
312741,24JUN2009:11:39:32,5,243,604241.04,6689358,1,0
312830,25JUN2009:10:02:22,1,24,545.63,17902,1,0
312832,25JUN2009:10:07:27,1,40,1813.93,43989,1,0
312836,25JUN2009:10:12:07,1,11,957.95,7534,1,0
312859,25JUN2009:11:40:53,1,4,10.98,183,1,0
312864,25JUN2009:11:50:49,2,50,7807.06,41129,1,0
312867,25JUN2009:11:57:33,1,24,283.4,3096,1,0
312961,26JUN2009:09:55:31,4,146,30544.84,132569,11,0
312963,26JUN2009:10:18:47,1,23,370.64,1007,1,0
312965,26JUN2009:10:26:44,2,15,132.09,472,3,0
312974,26JUN2009:11:19:09,1,44,925.72,7502,1,0
312976,26JUN2009:11:21:51,2,37,4573.61,28987,1,0
313025,29JUN2009:06:37:03,2,32,203.81,3520,1,0
313026,29JUN2009:06:58:02,3,249,44617.01,492946,1,0
313051,29JUN2009:14:08:11,1,21,215.27,1168,1,0
313059,29JUN2009:15:08:59,1,69,11889.59,166816,4,0
313061,29JUN2009:15:12:59,1,17,36.21,0,1,0
313069,29JUN2009:15:50:25,1,4,11.02,6,1,1
313121,30JUN2009:10:23:54,2,68,34329.43,52159,2,0
313151,30JUN2009:15:37:21,3,395,420242.58,21908998,1,0
313192,01JUL2009:07:01:29,1,12,88.35,950,1,0
313224,01JUL2009:11:28:17,1,19,220.31,469,1,0
313227,01JUL2009:11:37:36,2,46,3515.8,6583,1,0
313255,01JUL2009:17:01:15,2,11,150.26,756,1,0
313259,01JUL2009:17:34:05,1,18,321.99,1462,1,0
313276,02JUL2009:08:24:53,2,21,10261.47,48541,1,0
313277,02JUL2009:08:26:36,2,152,34367.21,106201,1,0
313284,02JUL2009:09:07:52,1,65,1624.4,4769,1,0
313327,03JUL2009:03:25:41,1,3,34.13,272,1,0
313336,03JUL2009:05:38:25,1,2,1.92,7,1,0
313338,03JUL2009:06:04:46,1,44,6039.2,55636,1,0
313340,03JUL2009:06:45:02,1,30,1058.91,23506,1,0
313354,05JUL2009:20:07:47,2,35,14134.16,118480,1,0
313410,06JUL2009:12:49:29,1,34,107.15,15538,1,0
313415,06JUL2009:13:56:03,1,1,1.99,0,1,0
313446,06JUL2009:16:47:15,1,38,6962.66,229076,1,0
313469,07JUL2009:04:43:15,1,8,43.53,363,1,0
313509,07JUL2009:11:47:46,1,10,1594.84,4760,1,0
313651,09JUL2009:07:10:31,1,52,7283.82,54654,1,0
313660,09JUL2009:09:10:38,2,52,1869.96,22678,1,0
313662,09JUL2009:09:42:02,2,52,5129.57,58026,1,0
313706,09JUL2009:14:40:50,2,52,3995.97,95062,1,0
313735,10JUL2009:01:39:25,4,75,5331.84,32877,2,0
313736,10JUL2009:01:44:11,1,16,142.22,6509,1,0
313753,10JUL2009:08:33:11,1,53,44152.38,67240,1,0
313837,13JUL2009:08:15:29,1,35,2543.92,63598,3,0
313840,13JUL2009:08:31:31,2,136,59049.21,766646,1,0
313843,13JUL2009:08:29:45,1,3,0,0,1,0
313898,13JUL2009:16:49:07,1,17,36.21,0,1,1
313914,14JUL2009:08:48:34,1,1,0.8,6,1,0
313929,14JUL2009:10:23:31,4,90,13787.85,121388,2,0
313954,14JUL2009:14:15:33,1,17,144.54,0,1,0
313976,14JUL2009:16:43:30,1,33,1955.64,10023,1,1
313988,15JUL2009:01:26:45,1,30,1121.06,9252,2,0
313989,15JUL2009:02:22:47,3,122,26922.9,237711,1,0
313990,15JUL2009:02:58:15,1,33,247.11,3245,1,0
314023,15JUL2009:11:30:29,3,148,66420.95,687513,1,0
314025,15JUL2009:11:43:31,1,29,901.78,88679,1,0
314051,15JUL2009:15:08:11,1,21,192,975,1,0
314058,15JUL2009:16:14:37,1,17,145.28,630,1,0
314062,15JUL2009:16:33:32,1,39,4764.29,278742,1,1
314066,15JUL2009:17:10:36,2,94,26635.71,1430651,1,0
314087,16JUL2009:05:42:54,2,61,2605.06,7512,1,0
314088,16JUL2009:05:44:05,4,82,9660.55,85131,2,0
314197,17JUL2009:07:10:09,1,11,539.95,845,1,0
314231,17JUL2009:10:16:50,1,40,1516.73,6174,1,0
314278,17JUL2009:17:10:55,1,32,1710.85,12139,1,0
314280,17JUL2009:17:01:24,3,171,49634.72,1070887,1,0
314292,20JUL2009:03:38:17,2,77,3709.39,86367,1,0
314296,20JUL2009:05:24:38,2,49,2578.03,8665,1,0
314298,20JUL2009:05:49:34,2,66,5983.03,37850,1,0
314339,20JUL2009:13:46:50,1,69,2160.9,16950,4,0
314379,21JUL2009:02:32:03,2,122,17355.97,28559,1,0
314388,21JUL2009:05:58:47,1,31,921.13,5916,1,0
314405,21JUL2009:09:17:35,1,18,447.12,2718,1,0
314411,21JUL2009:10:54:18,1,20,199.01,1947,1,0
314412,21JUL2009:11:11:31,1,36,673.04,12740,1,0
314449,21JUL2009:19:55:26,2,55,1861.59,79740,1,0
314454,21JUL2009:23:51:41,2,95,8879.72,406534,9,0
314462,22JUL2009:01:34:27,2,164,108590.04,900137,2,0
314490,22JUL2009:10:48:32,2,2,0.24,11,1,0
314492,22JUL2009:11:05:34,4,180,4466.8,176825,12,0
314496,22JUL2009:11:26:12,2,51,1616.14,74004,8,0
314530,22JUL2009:13:27:04,1,11,242.19,5294,1,0
314531,22JUL2009:13:27:04,4,240,199151.48,8212012,2,0
314565,22JUL2009:18:44:36,1,29,1555.51,9996,1,0
314569,22JUL2009:19:38:57,3,72,33191.3,542028,1,0
314622,23JUL2009:11:31:53,4,240,353059.06,4056153,2,0
314627,23JUL2009:11:55:41,1,3,3.57,106,2,0
314635,23JUL2009:13:02:05,1,11,151.05,4311,1,0
314656,23JUL2009:15:22:08,1,20,4272.1,1039,1,0
314694,24JUL2009:04:21:02,1,13,603.59,14238,1,0
314710,24JUL2009:06:44:47,3,115,56366.22,720851,1,0
314748,24JUL2009:10:19:47,1,1,0.1,4,1,0
314754,24JUL2009:10:48:20,2,84,18281.31,52469,1,0
314769,24JUL2009:13:05:31,1,36,1204.27,6506,1,0
314771,24JUL2009:13:16:23,1,43,1282.67,9769,1,0
314786,24JUL2009:15:59:20,1,6,77.76,0,1,1
314935,27JUL2009:11:31:41,3,53,7048.05,105390,1,0
314974,27JUL2009:15:55:16,1,25,231.84,526,1,0
314980,27JUL2009:16:49:08,1,48,1712.45,31527,1,0
314982,27JUL2009:16:55:58,1,49,4988.31,16058,1,0
314991,28JUL2009:01:05:05,1,31,320.32,45108,1,0
315002,28JUL2009:05:08:57,2,99,9205.93,143807,1,0
315036,28JUL2009:10:06:09,2,64,5911.01,105321,1,0
315039,28JUL2009:10:05:04,1,30,2081.86,7420,1,0
315043,28JUL2009:10:19:54,1,14,368.05,9588,1,0
315153,28JUL2009:16:56:19,1,63,11451.87,22703,1,0
315154,28JUL2009:17:00:30,2,47,1806.38,9195,1,0
315200,29JUL2009:10:42:17,3,79,24734.78,382381,1,0
315205,29JUL2009:11:33:38,3,51,5597.02,94239,1,0
315250,30JUL2009:04:05:30,3,81,38248.24,629145,1,0
315253,30JUL2009:04:29:14,3,64,19151.71,309947,1,0
315263,30JUL2009:07:09:37,3,58,6197.53,82133,1,0
315272,30JUL2009:08:56:54,2,30,767.61,12447,1,0
315280,30JUL2009:09:48:32,3,88,31574.73,509039,2,0
315304,30JUL2009:13:12:21,1,2,19.94,137,1,0
315308,30JUL2009:13:47:50,1,1,0.94,14,1,0
315355,31JUL2009:02:53:21,1,1,1.72,11,1,0
315376,31JUL2009:09:01:19,1,16,45.83,136,1,0
315397,31JUL2009:10:41:51,1,21,276.72,2692,1,0
315398,31JUL2009:10:45:46,1,19,2566.94,21627,1,0
315409,31JUL2009:11:54:33,1,2,64.22,519,1,0
315427,31JUL2009:14:12:02,1,52,4835.3,16869,1,0
315490,03AUG2009:09:49:10,1,5,137.75,391,1,0
315514,03AUG2009:12:31:49,1,56,6883.42,59638,1,0
315530,03AUG2009:14:25:38,4,455,702933.03,11928276,1,0
315532,03AUG2009:14:44:49,2,32,1698.06,9526,1,0
315547,03AUG2009:16:25:07,1,72,10313.67,135388,1,0
315635,04AUG2009:15:47:37,2,23,1296.26,757,1,1
315645,04AUG2009:16:52:28,1,19,2424.65,10247,1,0
315649,04AUG2009:17:10:52,1,6,82.5,761,1,0
315650,04AUG2009:17:17:17,2,7,122.39,1261,1,0
315659,05AUG2009:05:40:08,2,68,4858.9,32109,1,0
315673,05AUG2009:10:11:47,1,6,130.05,382,1,0
315674,05AUG2009:10:16:18,1,15,192.65,908,1,0
315687,05AUG2009:11:07:31,6,235,284289.48,6526920,1,0
315694,05AUG2009:12:08:11,1,13,196.91,1205,1,0
315731,05AUG2009:19:08:37,1,21,219.65,31680,1,0
315779,06AUG2009:11:10:44,1,15,1017.26,1711,1,0
315822,06AUG2009:14:36:28,1,15,286,963,1,0
315832,06AUG2009:16:47:04,3,206,73700.16,1286172,1,0
315846,06AUG2009:17:47:03,1,17,36.21,0,1,0
315864,07AUG2009:09:11:08,4,358,365802.12,4144891,5,0
315888,07AUG2009:12:37:08,1,33,5132.44,16085,1,0
315895,07AUG2009:14:13:54,1,40,1472.92,21587,1,0
315896,07AUG2009:14:22:03,4,200,31882.27,573150,1,0
315926,10AUG2009:06:13:36,2,6,1397.12,5604,1,0
315932,10AUG2009:08:27:34,3,64,26493.74,168511,1,0
315949,10AUG2009:10:29:44,2,7,58.07,1468,1,0
315978,10AUG2009:15:32:27,1,35,4335.69,12408,1,1
315982,10AUG2009:16:29:32,1,40,671.19,2376,1,0
315983,10AUG2009:16:27:22,1,12,295.27,2540,1,0
315996,11AUG2009:01:24:54,3,118,56071.39,432657,1,0
316027,11AUG2009:08:40:55,1,24,1376.27,37833,1,0
316029,11AUG2009:08:48:44,1,24,1929.11,52016,1,0
316033,11AUG2009:08:55:32,1,8,137.46,3732,1,0
316037,11AUG2009:09:52:12,1,6,173.18,259,1,0
316041,11AUG2009:10:27:14,3,145,39335.8,478579,1,0
316048,11AUG2009:10:47:58,1,34,589.79,11265,1,0
316067,11AUG2009:12:05:07,2,50,1607.32,59705,1,0
316087,11AUG2009:14:07:51,1,24,1598.85,3412,1,0
316099,11AUG2009:16:46:35,3,61,4980.6,75546,1,0
316108,12AUG2009:01:58:05,1,93,28330.62,197714,1,0
316113,12AUG2009:03:58:16,2,60,9225.24,137353,1,0
316192,12AUG2009:17:17:03,1,19,606.35,3606,1,0
316198,13AUG2009:04:17:32,2,63,26627.54,101612,1,1
316201,13AUG2009:04:42:51,2,116,11899.6,323322,100,0
316228,13AUG2009:11:05:55,1,17,36.21,0,1,0
316245,13AUG2009:13:32:56,1,5,36.2,124,1,1
316278,13AUG2009:20:34:42,1,17,563.94,1370,1,0
316288,14AUG2009:06:05:42,1,50,1812.84,18576,1,0
316324,14AUG2009:08:55:17,2,59,11239.06,211099,1,0
316350,14AUG2009:12:59:59,1,35,985.99,4629,1,0
316375,14AUG2009:16:33:05,2,73,5489.2,23478,1,0
316401,17AUG2009:07:13:05,1,38,6331.2,32057,1,0
316419,17AUG2009:11:16:09,3,59,1929.45,3831,1,0
316459,17AUG2009:14:01:32,1,17,99.79,256,1,0
316478,17AUG2009:16:02:21,1,17,1289.79,0,1,0
316522,18AUG2009:10:32:26,1,9,124.17,635,1,0
316558,18AUG2009:13:19:18,1,71,29002.54,101085,1,1
316579,18AUG2009:16:10:48,1,8,1805.26,11006,1,1
316582,18AUG2009:16:45:16,1,10,702.17,2240,1,0
316599,19AUG2009:06:14:08,1,65,1812.7,29920,1,0
316628,19AUG2009:10:17:12,1,16,156.14,4002,1,0
316652,19AUG2009:12:13:54,1,35,936.4,18728,1,0
316656,19AUG2009:13:11:38,1,42,4500.97,13635,1,0
316665,19AUG2009:15:39:41,2,7,74.22,138,1,0
316680,19AUG2009:17:53:49,2,48,14366.16,189510,1,0
316702,20AUG2009:09:06:26,1,34,3134.79,21529,1,0
316715,20AUG2009:11:05:01,1,6,199.5,364,1,0
316755,20AUG2009:16:51:17,1,9,114.21,837,1,0
316764,21AUG2009:00:07:05,4,221,97823.6,1012889,1,0
316793,21AUG2009:11:28:27,1,30,745.31,3359,1,0
316845,24AUG2009:05:49:56,1,3,24.92,195,1,0
316881,24AUG2009:10:12:47,1,9,216.43,281,1,0
316887,24AUG2009:10:27:01,1,2,84.1,559,1,0
316919,24AUG2009:16:15:07,2,3,2.79,2,1,0
316941,24AUG2009:20:30:27,2,2,0.41,19,1,0
316969,25AUG2009:08:57:04,3,14,-5626.5,0,1,0
316978,25AUG2009:09:37:37,1,36,2102.93,4606,1,0
316981,25AUG2009:09:55:33,1,17,59.64,0,2,0
316999,25AUG2009:11:51:55,3,50,4394.44,118882,1,0
317018,25AUG2009:14:08:14,2,94,38000.94,354955,20,0
317019,25AUG2009:14:09:01,3,78,18231.02,194504,23,0
317040,25AUG2009:22:55:44,1,40,0,121666,1,0
317042,26AUG2009:01:16:38,1,4,10.86,627,1,0
317053,26AUG2009:06:39:24,2,53,14038.7,82249,18,0
317054,26AUG2009:06:39:39,4,224,333323.48,3697874,372,0
317056,26AUG2009:06:40:11,3,280,797831.89,7798265,1041,0
317162,27AUG2009:07:47:56,1,39,4116.17,61267,1,0
317189,27AUG2009:10:27:39,5,205,141713.62,2001944,1,0
317193,27AUG2009:10:42:30,1,18,2334.99,7206,1,0
317197,27AUG2009:11:16:51,3,173,106430.15,1827710,1,0
317267,27AUG2009:15:48:34,1,5,-8.76,0,1,0
317276,27AUG2009:16:37:55,1,79,25990.35,303895,1,0
317285,27AUG2009:18:42:37,4,132,32702.25,275811,1,0
317326,28AUG2009:11:48:29,2,7,2.87,256,1,0
317335,28AUG2009:13:16:33,1,3,-5.97,0,1,0
317338,28AUG2009:14:17:01,2,32,4724.09,2881,1,0
317339,28AUG2009:14:18:49,2,93,24635.55,55925,1,0
317391,31AUG2009:01:56:29,1,6,0,0,1,0
317392,31AUG2009:03:44:18,1,50,3072.95,14356,1,0
317490,01SEP2009:03:21:39,1,75,19371.07,68339,1,0
317535,01SEP2009:11:05:30,2,102,24461.71,206796,1,0
317538,01SEP2009:11:34:25,1,8,90.19,2470,1,0
317569,01SEP2009:16:24:31,1,33,1055.48,150247,1,0
317573,01SEP2009:16:59:53,1,16,79.36,151,1,0
317576,01SEP2009:17:21:39,1,14,21.39,2925,1,0
317577,01SEP2009:17:24:36,2,128,50157.65,21273,4,0
317582,02SEP2009:00:09:53,1,27,436.76,2167,1,0
317629,02SEP2009:10:58:35,1,39,2703.37,66647,1,0
317675,02SEP2009:15:33:44,1,2,3.6,4,1,0
317705,03SEP2009:04:54:35,1,4,27.36,190,1,0
317718,03SEP2009:07:59:55,5,328,919981.26,15422081,3,0
317719,03SEP2009:08:20:03,2,55,9572.5,27516,1,0
317732,03SEP2009:10:07:54,2,5,12.99,107,1,0
317745,03SEP2009:11:42:31,2,16,69.95,671,1,0
317751,03SEP2009:12:06:18,1,68,12971.96,18248,1,0
317787,03SEP2009:17:37:33,1,32,2636.76,16115,1,0
317894,04SEP2009:12:12:10,1,11,355.3,2605,1,0
317913,04SEP2009:13:54:48,1,39,2085.45,35040,1,0
317925,04SEP2009:15:27:14,1,21,241.04,1061,1,0
317928,04SEP2009:15:52:52,1,34,475.24,68202,2,0
317948,07SEP2009:05:31:34,3,33,192.51,10135,10,0
317951,07SEP2009:06:00:44,1,66,4213.88,41556,1,0
317954,07SEP2009:09:10:44,3,27,464.26,12833,1,0
317956,07SEP2009:09:22:21,5,221,99121.81,1469863,2,0
317970,08SEP2009:00:08:11,2,12,228.13,1637,1,0
317984,08SEP2009:08:06:16,3,147,1101106.35,646075,2,0
317991,08SEP2009:09:34:37,1,21,151.92,2532,1,1
317998,08SEP2009:10:10:53,2,126,79965.23,3270540,1279,0
318001,08SEP2009:10:19:15,1,51,8398.54,91457,1,0
318013,08SEP2009:10:50:34,1,17,899.8,0,1,0
318072,08SEP2009:15:54:02,7,388,960526.68,4387367,4,0
318079,08SEP2009:16:12:36,1,37,4470.08,14021,1,0
318117,09SEP2009:09:08:01,2,101,17275.71,505107,1,0
318121,09SEP2009:09:52:12,2,55,710.28,21190,1,0
318123,09SEP2009:10:18:32,3,20,926.06,6971,1,0
318127,09SEP2009:10:41:10,2,31,660.47,20228,1,0
318128,09SEP2009:10:48:59,2,61,1699.2,56514,2,0
318129,09SEP2009:11:05:47,2,23,109.15,2848,1,0
318131,09SEP2009:11:12:50,1,24,306,9261,NA,1
318148,09SEP2009:13:24:01,2,129,26303.5,670890,4,0
318162,09SEP2009:14:44:39,1,28,624.13,2060,1,0
318210,10SEP2009:08:51:15,2,3,0.02,74,1,0
318213,10SEP2009:09:10:39,2,35,585.85,17513,1,0
318226,10SEP2009:10:55:47,1,12,240.72,6329,1,0
318252,10SEP2009:13:44:49,1,17,36.21,0,1,0
318272,10SEP2009:15:28:34,1,34,466.78,66548,1,0
318301,11SEP2009:02:51:52,1,16,861.44,5402,1,0
318335,11SEP2009:13:01:30,1,19,158.27,1099,1,0
318350,11SEP2009:15:02:20,3,213,409811.87,5551549,1,0
318357,11SEP2009:16:12:18,4,231,125082.94,4797097,1,0
318399,14SEP2009:06:54:34,2,106,4523.01,38763,1,0
318467,14SEP2009:17:23:03,1,15,451.16,3038,1,0
318481,15SEP2009:02:32:14,1,20,254.67,36263,1,0
318523,15SEP2009:12:05:15,1,3,6.39,0,1,0
318532,15SEP2009:14:00:18,1,44,4182.94,12227,1,0
318533,15SEP2009:14:06:55,2,46,4514.26,8553,1,1
318543,15SEP2009:14:55:17,1,13,174.69,1075,2,0
318547,15SEP2009:15:54:29,1,48,3413.24,13533,1,0
318548,15SEP2009:16:47:13,1,25,1506.35,2536,1,0
318549,15SEP2009:16:47:43,3,156,22352.03,57315,1,0
318552,15SEP2009:18:05:26,1,12,223.68,1964,1,0
318567,16SEP2009:05:28:09,3,9,6065.44,3710,1,0
318607,16SEP2009:12:43:56,2,34,3811.46,108926,1,0
318615,16SEP2009:13:57:36,1,61,1652.57,7392,1,0
318625,16SEP2009:16:34:20,1,6,115.45,875,1,0
318643,17SEP2009:06:29:58,1,1,12.82,355,1,0
318665,17SEP2009:09:43:59,1,36,638.73,7065,1,0
318671,17SEP2009:10:21:44,3,59,8995.87,151837,2,0
318682,17SEP2009:11:07:41,3,55,34265.6,85087,1,0
318697,17SEP2009:12:43:24,1,59,6406.13,67408,2,0
318721,17SEP2009:16:01:07,3,22,42471.58,0,1,0
318726,17SEP2009:16:56:40,1,2,-15.33,0,1,1
318727,17SEP2009:17:10:32,1,1,4.26,0,1,1
318770,18SEP2009:10:31:28,1,12,114.49,3473,1,0
318793,18SEP2009:14:38:26,1,4,0,0,1,0
318811,20SEP2009:21:15:54,1,34,842.73,120221,1,0
318814,20SEP2009:23:06:14,1,11,0,0,1,0
318825,21SEP2009:05:20:51,3,60,4598.51,64101,1,0
318826,21SEP2009:05:30:38,3,85,43420.32,533263,4,0
318853,21SEP2009:10:51:08,1,17,1089.95,7430,1,0
318860,21SEP2009:11:36:59,1,29,3275.85,88730,2,0
318884,21SEP2009:15:02:15,1,5,10.95,0,1,0
318886,21SEP2009:15:14:09,4,169,33216.11,57064,1,0
318901,21SEP2009:16:39:57,1,1,357.34,0,1,1
318916,22SEP2009:02:39:46,2,7,187.72,1597,1,0
318917,22SEP2009:03:11:00,1,2,6.58,116,1,0
318922,22SEP2009:05:09:27,2,11,237.43,6828,3,0
318954,22SEP2009:09:43:14,2,68,3395.53,49939,1,0
318979,22SEP2009:12:18:13,2,44,5312.85,89311,1,0
319027,23SEP2009:07:22:58,2,36,5505.66,2721,16,0
319029,23SEP2009:07:29:48,1,3,108.95,0,1,0
319068,23SEP2009:13:04:12,3,122,19907.13,659488,1,0
319082,23SEP2009:15:50:47,3,179,46387.88,194281,1,0
319100,24SEP2009:05:15:14,3,121,21160.92,609882,2,0
319134,24SEP2009:08:35:07,6,860,597369.79,11892863,1,0
319136,24SEP2009:08:27:47,1,43,2497.92,144625,1,0
319137,24SEP2009:08:28:45,1,38,2445.16,94797,1,0
319143,24SEP2009:08:35:52,1,2,0,0,1,0
319180,24SEP2009:09:13:57,6,337,169465.77,11453479,1,0
319222,24SEP2009:09:34:16,1,14,243.76,3248,1,0
319233,24SEP2009:09:40:53,1,2,-1150,0,1,1
319259,24SEP2009:10:26:26,3,98,24089.26,2160540,1,0
319261,24SEP2009:10:29:22,4,163,103088.54,2660381,1,0
319270,24SEP2009:10:37:45,1,118,2404.5,81945,1,0
319277,24SEP2009:10:45:40,2,38,727.5,6877,1,0
319279,24SEP2009:10:47:22,2,168,10494.53,844953,1,0
319280,24SEP2009:10:48:41,3,58,2139.11,37415,2,0
319288,24SEP2009:11:25:21,2,88,8189.61,635545,1,0
319293,24SEP2009:11:30:19,2,152,29340.34,1443519,1,0
319298,24SEP2009:11:37:39,5,184,83934.15,1429914,1,0
319306,24SEP2009:11:59:47,1,6,192,0,1,0
319307,24SEP2009:12:01:06,2,54,0,13113,1,0
319308,24SEP2009:12:01:20,4,689,3009511.73,134369391,1,0
319316,24SEP2009:12:09:31,1,9,0,1258,1,0
319317,24SEP2009:12:10:12,1,31,5147.31,514660,1,0
319351,24SEP2009:15:19:06,1,34,1645.12,17697,1,0
319422,25SEP2009:11:10:46,1,13,511.27,7036,1,1
319474,28SEP2009:07:18:14,1,11,2897.24,7857,1,0
319482,28SEP2009:08:05:17,2,18,479.7,1665,1,0
319506,28SEP2009:10:44:33,1,27,327.48,9050,1,0
319515,28SEP2009:11:25:36,1,1,0.07,2,1,0
319526,28SEP2009:13:57:41,3,49,4387.58,35644,1,0
319587,29SEP2009:03:12:09,1,30,3125.04,12513,1,1
319618,29SEP2009:10:35:36,1,2,6.86,449,1,0
319627,29SEP2009:12:40:27,1,61,4644.79,16284,1,0
319635,29SEP2009:13:32:01,1,5,102.1,810,1,0
319661,29SEP2009:17:26:51,4,205,42560.21,221417,1,0
319672,30SEP2009:01:48:04,1,37,346.51,1573,1,0
319717,30SEP2009:09:07:10,1,20,1255.1,2212,1,0
319730,30SEP2009:09:32:52,1,22,1480.26,12750,1,0
319742,30SEP2009:11:15:07,3,125,92934.43,1377807,103,0
319779,30SEP2009:15:53:39,3,85,5817.25,78985,1,0
319800,30SEP2009:16:47:39,1,11,15.54,2262,1,0
319857,01OCT2009:10:54:30,6,560,296519.74,4735660,1,0
319886,01OCT2009:13:02:42,1,35,2262.62,45795,1,0
319905,01OCT2009:15:36:50,1,3,26.28,0,1,0
319923,02OCT2009:01:42:44,1,5,12.96,710,1,0
319924,02OCT2009:02:02:34,1,18,293.31,1139,1,0
319985,02OCT2009:16:54:59,1,37,2050.68,17946,1,0
319988,03OCT2009:15:21:09,1,3,2.62,362,1,0
319995,05OCT2009:02:00:40,3,59,1138.49,4274,1,0
320000,05OCT2009:05:19:47,1,17,503.31,13673,1,0
320041,05OCT2009:12:37:00,1,5,10.65,0,1,0
320046,05OCT2009:13:33:18,1,1,1.99,0,1,0
320049,05OCT2009:13:54:53,1,5,4.26,0,1,0
320056,05OCT2009:14:53:37,2,18,1691.03,6874,2,1
320058,05OCT2009:14:56:35,1,7,86.31,287,1,0
320113,06OCT2009:09:26:24,2,39,38831.71,531870,1,1
320132,06OCT2009:11:52:50,2,88,22205.49,190214,5,0
320151,06OCT2009:13:59:35,3,116,75803.59,1320253,1,1
320176,07OCT2009:06:06:39,2,42,1395.53,15815,1,0
320230,07OCT2009:13:08:05,1,42,5633.42,112798,1,0
320237,07OCT2009:14:20:10,1,16,119.02,308,1,0
320252,07OCT2009:17:55:02,1,30,1193.92,5478,1,0
320305,08OCT2009:11:42:02,1,29,697.09,6276,1,0
320306,08OCT2009:11:55:54,1,38,5462.83,19114,1,0
320340,09OCT2009:03:26:25,1,1,28.76,86,1,0
320356,09OCT2009:09:18:15,3,73,31787.59,265893,1,0
320362,09OCT2009:09:42:25,3,74,7594.04,176472,1,0
320426,12OCT2009:05:53:07,1,36,389.61,4223,1,0
320430,12OCT2009:06:47:22,4,46,6521.49,37183,1,0
320447,12OCT2009:10:47:17,1,30,1078.53,13141,1,0
320462,12OCT2009:12:53:00,1,5,609.28,708,1,0
320466,12OCT2009:14:14:51,4,357,823532.41,31145639,1,0
320467,12OCT2009:14:22:21,1,29,1490.58,13137,1,0
320468,12OCT2009:14:26:04,3,15,5003.72,13494,1,0
320476,12OCT2009:15:34:27,6,728,1621757.06,31491623,3,0
320516,13OCT2009:09:29:03,2,16,60.2,1953,1,0
320517,13OCT2009:09:43:11,1,36,1438.33,21663,1,0
320521,13OCT2009:10:15:46,1,12,2000.72,23590,1,1
320572,13OCT2009:17:19:24,4,114,58629.93,273389,1,0
320574,13OCT2009:17:43:27,3,234,116372.17,895877,1,0
320581,14OCT2009:02:29:20,2,103,22492.37,204997,1,0
320608,14OCT2009:11:47:06,2,21,2796.18,5701,1,0
320612,14OCT2009:12:16:39,1,16,0,0,1,1
320626,14OCT2009:14:22:37,1,75,16310.69,39250,1,0
320662,15OCT2009:10:22:37,1,1,669.95,0,1,0
320672,15OCT2009:11:40:07,1,8,131,500,1,0
320748,16OCT2009:11:29:41,1,17,133.32,934,1,0
320769,16OCT2009:15:08:19,1,42,1762.19,28266,1,0
320773,16OCT2009:16:54:56,1,7,1448.34,2977,1,0
320783,19OCT2009:02:43:12,1,10,133.52,1669,1,0
320784,19OCT2009:05:28:05,1,2,1.46,2,1,0
320814,19OCT2009:10:25:51,1,36,1174.76,38853,1,0
320858,20OCT2009:03:02:04,1,34,928.94,133329,1,0
320859,20OCT2009:04:30:00,1,5,49.62,318,1,0
320860,20OCT2009:05:10:13,1,56,5067.77,9548,1,0
320871,20OCT2009:08:01:02,1,18,292.97,3117,2,0
320887,20OCT2009:08:50:02,1,29,1591.88,6927,1,0
320909,20OCT2009:11:02:38,1,22,164.11,2153,1,0
320990,21OCT2009:12:15:07,3,76,8330.19,48364,1,0
321014,21OCT2009:14:09:49,1,29,6495.6,19355,1,0
321024,21OCT2009:16:13:40,1,16,4017.66,40852,1,0
321043,22OCT2009:05:14:07,2,177,68441.19,1411668,1,0
321048,22OCT2009:05:50:26,5,112,46804.21,564144,1,0
321049,22OCT2009:06:01:50,1,2,29.09,230,1,0
321072,22OCT2009:08:50:57,2,9,6.01,231,1,0
321076,22OCT2009:09:11:29,2,104,8963,148080,1,0
321091,22OCT2009:10:24:34,1,38,1120.2,3288,1,0
321093,22OCT2009:10:45:41,2,48,7991.22,40989,1,0
321107,22OCT2009:13:00:35,1,6,12.73,1724,1,0
321128,22OCT2009:16:19:33,1,37,1525.31,12372,3,0
321139,22OCT2009:21:39:46,2,88,22320.83,518557,1,0
321149,22OCT2009:21:39:49,5,469,372713.29,2516420,1,0
